county,case_number,case_id,case_created_at,case_status,case_decision_date,case_title,municipality,handling_number,handling_id,handling_date,handling_title,sender_recipient,case_kind,direct_supervision,target_organisation_name,target_identifiable,trigger_family,problem_domain,mandatory_action_likelihood,external_purchase_likelihood,metadata_specificity,timing_quality,commercial_relevance,likely_supplier_categories,document_required_for_understanding,supplier_already_engaged,manual_notes
Jönköping,6025-2026,5578146,2026-08-11,Handläggning,,"Anmälan om avhjälpandeåtgärder, Vetlanda kommun",Vetlanda,6025-2026-3,,2026-09-01,Rapport uppdaterad provtagningsplan anmälan om avhjälpandeåtgärd utlastning Feralco,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Feralco Nordic AB,COMPANY,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,MEDIUM,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Jönköping,6025-2026,5578146,2026-08-11,Handläggning,,"Anmälan om avhjälpandeåtgärder, Vetlanda kommun",Vetlanda,6025-2026-4,,2026-08-24,Meddelande kommunens synpunkter anmälan om avhjälpandeåtgärd Utlastning Feralco,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Feralco Nordic AB,COMPANY,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,MEDIUM,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Jönköping,6025-2026,5578146,2026-08-11,Handläggning,,"Anmälan om avhjälpandeåtgärder, Vetlanda kommun",Vetlanda,6025-2026-5,,2026-08-27,Meddelande kommunens synpunkter anmälan om avhjälpandeåtgärd Utlastning Feralco,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Feralco Nordic AB,COMPANY,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,MEDIUM,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Jönköping,6025-2026,5578146,2026-08-11,Handläggning,,"Anmälan om avhjälpandeåtgärder, Vetlanda kommun",Vetlanda,6025-2026-6,,2026-09-09,"Beslut enligt 28§ anmälan om avhjälpandeåtgärd vid Feralco Nordic AB (EBH-id 153882), Vetlanda kommun",Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Feralco Nordic AB,COMPANY,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,MEDIUM,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Jönköping,6129-2026,5581872,2026-08-17,Avslutat,2026-09-15,"Planerat tillsynsbesök på IED-verksamhet, Jönköpings kommun",Jönköping,6129-2026-2,,2026-09-15,Tillsynsrapport efter tillsynsbesök,Personuppgift,DIRECT_SUPERVISION,YES,Husqvarna AB,COMPANY,INSPECTION_REPORT,GENERAL_SUPERVISION,MEDIUM,MEDIUM,GENERIC,TIMELY,MEDIUM,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_REQUIRED,NO,"Rule-based. Inspection report content (deficiencies, demands) not visible in metadata; document required."
Jönköping,6829-2026,5603476,2026-09-08,Avslutat,2026-09-14,"Rapport efter tillsynsbesök, Nässjö kommun",Nässjö,6829-2026-2,,2026-09-14,Tillsynsrapport,Personuppgift,DIRECT_SUPERVISION,YES,BMR Produkter AB,COMPANY,INSPECTION_REPORT,GENERAL_SUPERVISION,MEDIUM,MEDIUM,GENERIC,TIMELY,MEDIUM,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_REQUIRED,NO,"Rule-based. Inspection report content (deficiencies, demands) not visible in metadata; document required."
Jönköping,6940-2026,5608045,2026-09-11,Handläggning,,"Anmälan om driftsstörning, Utsläpp av obehandlat avloppsvatten, Gislaved kommun",Gislaved,6940-2026-1,,2026-09-11,"Anmälan om driftsstörning, Utsläpp av obehandlat avloppsvatten, Gislaved kommun",Gislaveds kommun,ENVIRONMENTAL_INCIDENT,PARTIAL,Gislaveds kommun,PUBLIC_BODY,INCIDENT_REPORT,WASTEWATER,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,"process/VA engineering consultants; treatment equipment & service (pumps, scrapers, dosing); sampling labs",DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Jönköping,7137-2026,5613764,2026-09-11,Beslutat,2026-09-15,"Anmälan om driftstörning, hydrauloljeläckage, Gislaveds kommun",Gislaved,7137-2026-1,,2026-09-11,"Anmälan om driftstörning, hydrauloljeläckage, Gislaveds kommun",Trioworld Smålandsstenar AB,ENVIRONMENTAL_INCIDENT,PARTIAL,Trioworld Smålandsstenar AB,COMPANY,INCIDENT_REPORT,SPILL_LEAK,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,spill response & remediation contractors; containment equipment; environmental consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Skåne,21746-2026,5557586,2026-07-07,Avslutat,2026-08-21,"Anmälan om driftstörning vid Perstorp industripark, Köldmedia läckage på kylaggregat på Persgården, Perstorp kommun",Perstorp,21746-2026-1,,2026-07-07,"Anmälan om driftstörning vid Perstorp industripark, Köldmedia läckage på kylaggregat på Persgården, Perstorp kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Perstorp specialty chemicals ab,COMPANY,INCIDENT_REPORT,SPILL_LEAK,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,spill response & remediation contractors; containment equipment; environmental consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Skåne,23098-2026,5569284,2026-07-25,Handläggning,,Klagomål på bullernivå i Trelleborgs hamn i Trelleborgs komun,Trelleborg,23098-2026-1,,2026-07-25,Klagomål på bullernivå i Trelleborgs hamn i Trelleborgs komun,Personuppgift,COMPLAINT,PARTIAL,Trelleborgs Hamn AB,COMPANY,COMPLAINT_RECEIVED,NOISE,LOW,MEDIUM,SPECIFIC,EARLY,MEDIUM,acoustic consultants; noise abatement suppliers,DOCUMENT_WOULD_IMPROVE,NO,Reviewed. Noise complaint against Trelleborgs Hamn; port asked to respond.
Skåne,23282-2026,5570911,2026-07-29,Avslutat,2026-08-11,Beslut om miljösanktionsavgift,Handlingar,23282-2026-2,,2026-07-29,"Underrättelse om miljösanktionsavgift, möjlighet till yttrande senast 2026-08-13",Oatly Sweden Operations & Supply AB,DIRECT_SUPERVISION,YES,Oatly Sweden Operations & Supply AB,COMPANY,SANCTION_FEE,UNKNOWN,HIGH,LOW,SPECIFIC,TIMELY,MEDIUM,-,METADATA_SUFFICIENT,NO,Reviewed. Sanction fee notice to Oatly; violation unknown.
Skåne,23324-2026,5571329,2026-07-30,Handläggning,,"Beslut om statsbidrag för ansvarsutredning utifrån särskilda skäl för det förorenade området Wennerts väg i Arlöv och f d skrot i Arlöv, Burlövs kommun",Handlingar,23324-2026-2,,2026-08-18,"Beslut om statsbidrag för ansvarutredning utifrån särskilda skäl för det förorenade området Wennerts väg i Arlöv och f d skrot i Arlöv, Burlövs kommun",Burlövs kommun,CONTAMINATED_SITE_SUPERVISION,YES,Burlövs kommun,PUBLIC_BODY,GRANT_APPLICATION,CONTAMINATED_LAND,LOW,MEDIUM,SPECIFIC,EARLY,MEDIUM,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,DOCUMENT_WOULD_IMPROVE,NO,Reviewed. State grant awarded to Burlövs kommun for a liability investigation: consultant procurement follows.
Skåne,23355-2026,5571533,2026-07-30,Handläggning,,"Anmälan om avhjälpandeåtgärder om grävningsarbeten som planeras utföras på Plasmaanläggningen i Landskrona, Landskrona kommun",Landskrona,23355-2026-1,,2026-07-30,"Anmälan om avhjälpandeåtgärder om grävningsarbeten som planeras utföras på Plasmaanläggningen i Landskrona, Landskrona kommun",Befesa Circular Alloys Sweden AB,CONTAMINATED_SITE_SUPERVISION,YES,Befesa Circular Alloys Sweden AB,COMPANY,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,MEDIUM,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Skåne,23355-2026,5571533,2026-07-30,Handläggning,,"Anmälan om avhjälpandeåtgärder om grävningsarbeten som planeras utföras på Plasmaanläggningen i Landskrona, Landskrona kommun",Landskrona,23355-2026-2,,2026-08-04,Beslut om Anmälan om grävningsarbete på Plasmaanläggningen i Landskrona,Befesa Circular Alloys Sweden AB,CONTAMINATED_SITE_SUPERVISION,YES,Befesa Circular Alloys Sweden AB,COMPANY,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,MEDIUM,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Skåne,23920-2026,5576446,2026-08-09,Handläggning,,"Klagomål på buller från Kemira Kemi AB, Helsingborgs kommun",Helsingborg,23920-2026-1,,2026-08-09,Klagomål på buller från Kemira kemi,Personuppgift,COMPLAINT,PARTIAL,Kemira Kemi AB,COMPANY,COMPLAINT_RECEIVED,NOISE,LOW,MEDIUM,SPECIFIC,EARLY,MEDIUM,acoustic consultants; noise abatement suppliers,DOCUMENT_WOULD_IMPROVE,NO,Reviewed. Noise complaint against Kemira Kemi; Länsstyrelsen asked for a statement 2026-08-20. Acoustic consultant plausible only if measurements are demanded.
Skåne,23920-2026,5576446,2026-08-09,Handläggning,,"Klagomål på buller från Kemira Kemi AB, Helsingborgs kommun",Helsingborg,23920-2026-4,,2026-09-01,Yttrande över klagomål,Kemira Kemi AB,COMPLAINT,PARTIAL,Kemira Kemi AB,COMPANY,COMPLAINT_RECEIVED,NOISE,LOW,MEDIUM,GENERIC,EARLY,MEDIUM,acoustic consultants; noise abatement suppliers,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Skåne,24195-2026,5578953,2026-08-12,Avslutat,2026-09-22,"Anmälan om driftstörning - Utsläpp av BOD7, Kristianstads Mejeri AB, Kristianstads kommun",Kristianstad,24195-2026-1,,2026-08-12,"Anmälan om driftstörning - Utsläpp, Kristianstads kommun",Skånemejerier,ENVIRONMENTAL_INCIDENT,PARTIAL,Kristianstads Mejeri AB,COMPANY,INCIDENT_REPORT,WASTEWATER,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,"process/VA engineering consultants; treatment equipment & service (pumps, scrapers, dosing); sampling labs",DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Skåne,24875-2026,5585594,2026-08-20,Handläggning,,"Anmälan om driftsstörning vid Sysavs avfallsförbränningsanläggning, Förhöjd halt Hg i rökgaser linje 4, Malmö kommun",Malmö,24875-2026-1,,2026-08-21,"Anmälan om driftsstörning vid Sysavs avfallsförbränningsanläggning, Förhöjd halt Hg i rökgaser linje 4, Malmö kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Sysav,ORG_NAMED,INCIDENT_REPORT,AIR_EMISSIONS,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Skåne,24875-2026,5585594,2026-08-20,Handläggning,,"Anmälan om driftsstörning vid Sysavs avfallsförbränningsanläggning, Förhöjd halt Hg i rökgaser linje 4, Malmö kommun",Malmö,24875-2026-3,,2026-08-20,"Anmälan om driftsstörning vid Sysavs avfallsförbränningsanläggning, Förhöjd halt Hg i rökgaser linje 4, Malmö kommun",Sysav,ENVIRONMENTAL_INCIDENT,PARTIAL,Sysav,ORG_NAMED,INCIDENT_REPORT,AIR_EMISSIONS,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Skåne,24875-2026,5585594,2026-08-20,Handläggning,,"Anmälan om driftsstörning vid Sysavs avfallsförbränningsanläggning, Förhöjd halt Hg i rökgaser linje 4, Malmö kommun",Malmö,24875-2026-4,,2026-08-22,"Anmälan om driftsstörning vid Sysavs avfallsförbränningsanläggning, Förhöjd halt Hg i rökgaser linje 4, Malmö kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Sysav,ORG_NAMED,INCIDENT_REPORT,AIR_EMISSIONS,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Skåne,24884-2026,5585645,2026-08-21,Avslutat,2026-09-16,"Planerat tillsynsbesök på Gungekulla, Osby kommun",Osby,24884-2026-2,,2026-09-16,Tillsynsrapport efter tillsynsbesök 2026-08-19,Personuppgift,DIRECT_SUPERVISION,YES,Killebergs Torvindustri AB,COMPANY,INSPECTION_REPORT,GENERAL_SUPERVISION,MEDIUM,MEDIUM,GENERIC,TIMELY,MEDIUM,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_REQUIRED,NO,"Rule-based. Inspection report content (deficiencies, demands) not visible in metadata; document required."
Skåne,24941-2026,5586005,2026-08-21,Avslutat,2026-09-24,"Anmälan om driftsstörning vid Steglinge AB, Läckage köldmedium., Höganäs kommun",Höganäs,24941-2026-1,,2026-08-21,"Anmälan om driftsstörning vid Steglinge AB, Läckage köldmedium., Höganäs kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Steglinge AB,COMPANY,INCIDENT_REPORT,SPILL_LEAK,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,spill response & remediation contractors; containment equipment; environmental consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Skåne,24968-2026,5586137,2026-08-21,Handläggning,,"Anmälan om driftsstörning vid Sylvamo Sweden AB, Överskridande av validerat utsläppsvärde gällande SO2-halt på SMV-pannan, Bromölla kommun",Bromölla,24968-2026-1,,2026-08-21,"Anmälan om driftsstörning vid Sylvamo Sweden AB, Överskridande av validerat utsläppsvärde gällande SO2-halt på SMV-pannan, Bromölla kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Sylvamo Sweden AB,COMPANY,INCIDENT_REPORT,AIR_EMISSIONS,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Reviewed. SO2 emission limit exceeded at Sylvamo; measurement/process consultant plausible.
Skåne,25229-2026,5588587,2026-08-25,Avslutat,2026-09-24,"Anmälan om driftsstörning vid Steglinge AB, Läckage köldmedium., Höganäs kommun",Höganäs,25229-2026-1,,2026-08-25,"Anmälan om driftsstörning vid Steglinge AB, Läckage köldmedium., Höganäs kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Steglinge AB,COMPANY,INCIDENT_REPORT,SPILL_LEAK,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,spill response & remediation contractors; containment equipment; environmental consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Skåne,25243-2026,5588664,2026-08-25,Avslutat,2026-09-03,"Anmälan om driftsstörning vid Ystad Hamn Logistik AB, Dieselutsläpp från lastbil, Ystad kommun",Ystad,25243-2026-1,,2026-08-25,"Anmälan om driftsstörning vid Ystad Hamn Logistik AB, Dieselutsläpp från lastbil, Ystad kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Ystad Hamn Logistik AB,COMPANY,INCIDENT_REPORT,UNKNOWN,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,-,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Skåne,25337-2026,5589769,2026-08-25,Handläggning,,"Klagomål på buller från täktverksamhet vid Äskeröd, Höörs kommun",Höör,25337-2026-1,,2026-08-25,Klagomål på buller,Personuppgift,COMPLAINT,PARTIAL,Skåne Grus AB,COMPANY,COMPLAINT_RECEIVED,NOISE,LOW,MEDIUM,SPECIFIC,EARLY,MEDIUM,acoustic consultants; noise abatement suppliers,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Skåne,25551-2026,5591688,2026-08-25,Handläggning,,"Planerat tillsynsbesök på Orkla Foods Sverige AB, Eslövs kommun",Eslöv,25551-2026-2,,2026-08-25,Förfrågan om mätning av vattenflöde,Personuppgift,DIRECT_SUPERVISION,YES,Orkla Foods Sverige AB,COMPANY,INFORMATION_REQUEST,WASTEWATER,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,"process/VA engineering consultants; treatment equipment & service (pumps, scrapers, dosing); sampling labs",DOCUMENT_WOULD_IMPROVE,NO,Reviewed. Länsstyrelsen asks Orkla Foods about water-flow measurement in connection with a planned visit; measurement supplier plausible.
Skåne,26389-2026,5599266,2026-09-03,Avslutat,2026-09-08,"Planerat tillsynsbesök på Gert Strand AB, Svedala kommun",Svedala,26389-2026-2,,2026-09-08,Tillsynsrapport,Personuppgift,DIRECT_SUPERVISION,YES,Gert Strand AB,COMPANY,INSPECTION_REPORT,GENERAL_SUPERVISION,MEDIUM,MEDIUM,GENERIC,TIMELY,MEDIUM,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_REQUIRED,NO,"Rule-based. Inspection report content (deficiencies, demands) not visible in metadata; document required."
Skåne,26593-2026,5601347,2026-09-07,Avslutat,2026-09-15,"Anmälan om driftsstörning vid Osby reningsverk, Haveri Skrapspel, Osby kommun",Osby,26593-2026-1,,2026-09-07,"Anmälan om driftsstörning vid Osby reningsverk, Haveri Skrapspel, Osby kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Skåne Blekinge Vattentjänst AB,COMPANY,INCIDENT_REPORT,WASTEWATER,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,"process/VA engineering consultants; treatment equipment & service (pumps, scrapers, dosing); sampling labs",DOCUMENT_WOULD_IMPROVE,NO,Reviewed. Scraper failure at Osby WWTP; repair is a purchase but almost certainly ordered before the report was diarised.
Skåne,26597-2026,5601440,2026-09-07,Avslutat,2026-09-11,"Anmälan om driftsstörning vid Lönsboda avloppsreningsverk, Haveri Långsaminblandning fällningskemikalie, Osby kommun",Osby,26597-2026-1,,2026-09-07,"Anmälan om driftsstörning vid Lönsboda avloppsreningsverk, Haveri Långsaminblandning fällningskemikalie, Osby kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Skåne Blekinge Vattentjänst AB,COMPANY,INCIDENT_REPORT,CHEMICALS_SEVESO,MEDIUM,MEDIUM,SPECIFIC,TIMELY,MEDIUM,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
