source_process,document_type,case_number,case_title,case_status,document_number,document_date,organisation_name,organisation_number,workplace_name,workplace_cfar,county,municipality,deficiency_family,specificity,deficiency_detail,required_action,purchase_type,supplier_category,incumbent_risk,purchase_value,timing,metadata_sufficiency,earliest_public_title,earliest_public_date,days_before_sanction,inspection_message_before,chronology_sampled
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/060464,Sanktionsavgift - Trucktillstånd 4 kap. 17 § AFS 2023:13,Avslutat,2025/060464-1,2025-10-13,TIPE PRODUKTER AKTIEBOLAG,5562244102,TIPE PRODUKTER AKTIEBOLAG,22294508,STOCKHOLMS LÄN,Vallentuna,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,Inspektion inom Ett tryggt arbetsliv – truck (oanmäld),2025-08-14,60,48,YES
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/061259,Sanktionsavgift - trucktillstånd,Avslutat,2025/061259-1,2025-10-13,BTM SMIDE AB,5566348438,BTM SMIDE AB,24800963,STOCKHOLMS LÄN,Nacka,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/062470,Sanktionsavgift - Trucktillstånd 4 kap. 17 § AFS 2023:13,Avslutat,2025/062470-1,2025-10-13,FANS4YOU SWEDEN AB,5590294046,FANS4YOU SWEDEN AB,56292386,STOCKHOLMS LÄN,Upplands-Väsby,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,Inspektion inom Ett tryggt arbetsliv – truck (oanmäld),2025-06-26,109,109,YES
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/023130,Sanktionsavgift - avsaknad av besiktning - lyftanordning - bakgavellyft,Avslutat,2025/023130-7,2025-10-14,RECYCLING PARTNER RP I MALMÖ AB,5591197552,RECYCLING PARTNER RP I MALMÖ AB,58623174,SKÅNE LÄN,Staffanstorp,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/044407,Sanktionsavgift - avsaknad av utbildningsintyg - kemiska riskkällor,Avslutat,2025/044407-1,2025-10-14,,,Saknas,71532832,HALLANDS LÄN,Varberg,CHEMICAL_TRAINING_CERTIFICATE,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Provide documented training for work with allergenic chemical products,TRAINING,Chemical/härdplast safety training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/044410,Sanktionsavgift - avsaknad av tjänstbarhetsintyg - kemiska hälsorisker,Avslutat,2025/044410-1,2025-10-14,,,Saknas,71532832,HALLANDS LÄN,Varberg,MEDICAL_FITNESS_CERTIFICATE,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Arrange medical examination and tjänstbarhetsintyg for exposed workers,MEDICAL,Occupational health provider (företagshälsovård),MEDIUM,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/053804,Sanktionsavgift - trycksatt anordning - ej genomgått föreskriven kontroll,Avslutat,2025/053804-1,2025-10-14,ÖK I LINKÖPING AB,5591468268,ÖK I LINKÖPING AB,59370700,ÖSTERGÖTLANDS LÄN,Linköping,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/060494,Sanktionsavgift - besiktning av lyftanordningar och vissa andra tekniska anordningar,Avslutat,2025/060494-1,2025-10-14,URSVIKEN TECHNOLOGY AB,5560022617,URSVIKEN TECHNOLOGY AB,10129880,VÄSTERBOTTENS LÄN,Skellefteå,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTION_RELATED_UNSPECIFIED,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/060833,Sanktionsavgift - avsaknad av skriftligt tillstånd - truck,Avslutat,2025/060833-1,2025-10-14,SLEMANI MARKET AB,5568983836,SLEMANI MARKET AB,52448693,VÄSTRA GÖTALANDS LÄN,Strömstad,FORKLIFT_PERMIT,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/053517,Sanktionsavgift - Fallrisk,Avslutat,2025/053517-1,2025-10-15,KA TAKTVÄTT AB,5592569247,KA TAKTVÄTT AB,66111592,UPPSALA LÄN,Uppsala,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/058747,Sanktionsavgift - fallrisk,Avslutat,2025/058747-1,2025-10-15,OPTIMUM TAK & BYGG AB,5593198517,OPTIMUM TAK & BYGG AB,67604900,STOCKHOLMS LÄN,Nacka,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/051439,Sanktionsavgift - Fallrisk 5 kap. 70 § AFS 2023:13,Avslutat,2025/051439-2,2025-10-16,XTM BYGG AB,5568980980,XTM BYGG AB,52483914,STOCKHOLMS LÄN,Stockholm,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/053215,Sanktionsavgift - Fallrisk,Avslutat,2025/053215-1,2025-10-16,STEFAN CARLSSON MÅLARE AB,5567754907,STEFAN CARLSSON MÅLARE AB,47499819,STOCKHOLMS LÄN,Stockholm,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/055692,Sanktionsavgift - avsaknad av tillstånd - truck,Avslutat,2025/055692-1,2025-10-16,GRÖNSAKSHUSET I NORDEN AB,5562801034,GRÖNSAKSHUSET I NORDEN AB,12552477,STOCKHOLMS LÄN,Botkyrka,FORKLIFT_PERMIT,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,133,YES
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/057533,Sanktionsavgift - kemiska arbetsmiljörisker,Avslutat,2025/057533-1,2025-10-16,COSTILLA KYLINDUSTRI AB,5569119950,COSTILLA KYLINDUSTRI AB,52819190,STOCKHOLMS LÄN,Haninge,CHEMICAL_OTHER,SPECIFIC_BUT_AMBIGUOUS,,Chemical-risk deficiency (unspecified),UNKNOWN,Occupational hygiene consultant,UNKNOWN,LOW,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/059725,Sanktionsavgift - avsaknad av dokumenterade rutiner för fortlöpande tillsyns - tryckkärl,Avslutat,2025/059725-1,2025-10-16,,,Saknas,54947924,SKÅNE LÄN,Malmö,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/060068,Sanktionsavgift - fallrisk,Avslutat,2025/060068-1,2025-10-16,MÅLERISPECTRA AB,5568652852,MÅLERISPECTRA AB,51455434,JÖNKÖPINGS LÄN,Jönköping,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/061805,Sanktionsavgift - avsaknad av fallskydd,Avslutat,2025/061805-1,2025-10-16,TORES BYGGTJÄNST BACKARYD AB,5569549255,TORES BYGGTJÄNST BACKARYD AB,54119052,BLEKINGE LÄN,Ronneby,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/063382,Sanktionsavgift - trycksatt anordning som ej genomgått kontroll 10 kap. 8§ (AFS 2013:11),Avslutat,2025/063382-1,2025-10-16,HERADA ENTREPRENAD AB,5568428600,HERADA ENTREPRENAD AB,50724046,VÄSTRA GÖTALANDS LÄN,Lerum,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/063420,Sanktionsavgift - avsaknad av fallskydd,Avslutat,2025/063420-1,2025-10-16,KOPERNICUS AB,5569555369,KOPERNICUS AB,54068804,HALLANDS LÄN,Halmstad,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2024/002450,Sanktionsavgift - Utstationering - Tjänstemottagare,Avslutat,2024/002450-4,2025-10-20,,,Saknas,,,,POSTING_NOTIFICATION,GENERIC,,Register posting of workers (administrative),ADMIN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/051409,Sanktionsavgift - arbetsmiljöplan ej tillgänglig,Avslutat,2025/051409-1,2025-10-20,JUBELS GOLV AB,5560129628,JUBELS GOLV AB,13889548,VÄSTRA GÖTALANDS LÄN,Lidköping,WORK_ENVIRONMENT_PLAN,SPECIFIC_BUT_AMBIGUOUS,,Draw up / make available an arbetsmiljöplan,ADMIN,"BAS-P/BAS-U consultants, construction H&S services",LOW,LOW,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/053172,Sanktionsavgift - avsaknad av fallskydd,Avslutat,2025/053172-1,2025-10-20,LL:S KYLTEKNIK I KRISTIANSTAD AKTIEBOLAG,5565482469,LL:S KYLTEKNIK I KRISTIANSTAD AKTIEBOLAG,28513232,SKÅNE LÄN,Kristianstad,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/058192,Avgiftsföreläggande,Avslutat,2025/058192-1,2025-10-20,,,Saknas,,,,UNSPECIFIED_SANCTION,UNKNOWN,,Unknown,UNKNOWN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/058561,Avgiftsföreläggande,Avslutat,2025/058561-1,2025-10-20,,,Saknas,,,,UNSPECIFIED_SANCTION,UNKNOWN,,Unknown,UNKNOWN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/059994,Avgiftsföreläggande,Avslutat,2025/059994-1,2025-10-20,,,Saknas,,,,UNSPECIFIED_SANCTION,UNKNOWN,,Unknown,UNKNOWN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/060500,Sanktionsavgift - trycksatt anordning,Pågående,2025/060500-1,2025-10-20,,,Saknas,69237303,SKÅNE LÄN,Helsingborg,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/061039,Sanktionsavgift - fallrisk,Avslutat,2025/061039-1,2025-10-20,TP MUR & PUTS AKTIEBOLAG,5564717477,TP MUR & PUTS AKTIEBOLAG,31141757,STOCKHOLMS LÄN,Huddinge,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/061089,Sanktionsavgift - Utstationering - Tjänstemottagare,Avslutat,2025/061089-3,2025-10-20,,,Saknas,,,,POSTING_NOTIFICATION,GENERIC,,Register posting of workers (administrative),ADMIN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/061339,Sanktionsavgift - trucktillstånd,Avslutat,2025/061339-1,2025-10-20,VÄSBY FINMEKANIK AKTIEBOLAG,5563574143,VÄSBY FINMEKANIK AKTIEBOLAG,28461044,STOCKHOLMS LÄN,Upplands-Väsby,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,Inspektion inom Ett tryggt arbetsliv – truck (oanmäld),2025-06-24,118,118,YES
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/061428,Sanktionsavgift - Utstationering - Tjänstemottagare,Avslutat,2025/061428-3,2025-10-20,,,Saknas,,,,POSTING_NOTIFICATION,GENERIC,,Register posting of workers (administrative),ADMIN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/053334,Sanktionsavgift - Fallrisk,Avslutat,2025/053334-2,2025-10-21,A-RENOVERING BYGGENTREPRENAD AB,5568988561,A-RENOVERING BYGGENTREPRENAD AB,58715509,STOCKHOLMS LÄN,Upplands-Väsby,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/056951,Sanktionsavgift - trucktillstånd,Avslutat,2025/056951-1,2025-10-21,LANTMÄNNEN CEREALIA AB,5560172222,PRODUKTION JÄRNA,10170991,STOCKHOLMS LÄN,Södertälje,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/058810,Sanktionsavgift- trycksatt anordning,Avslutat,2025/058810-1,2025-10-21,MONTANA BIL AB,5593039604,MONTANA BIL AB,67210252,STOCKHOLMS LÄN,Järfälla,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,161,YES
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/061243,Sanktionsavgift - trucktillstånd,Avslutat,2025/061243-1,2025-10-21,BEA LIVSMEDEL AKTIEBOLAG,5560540212,ICA KVANTUM,20817169,STOCKHOLMS LÄN,Stockholm,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/063448,Sanktionsavgift - avsaknad av fallskydd,Avslutat,2025/063448-1,2025-10-21,TOMMY SEHLIN BYGG & MASKIN AB,5569063265,TOMMY SEHLIN BYGG & MASKIN AB,26369496,SKÅNE LÄN,Kristianstad,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/064157,Sanktionsavgift - avsaknad av fallskydd,Avslutat,2025/064157-1,2025-10-21,PATRICK WIDIN BYGG AB,5593425753,PATRICK WIDIN BYGG AB,68206614,GÄVLEBORGS LÄN,Ockelbo,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/064458,Sanktionsavgift - avsaknad av fallskydd,Avslutat,2025/064458-1,2025-10-21,MA BYGG I BLOMSTERMÅLA AB,5592407745,MA BYGG I BLOMSTERMÅLA AB,65603219,KALMAR LÄN,Mönsterås,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/059310,Sanktionsavgift - avsaknad av kontroll trycksatt anordning - tryckkärl,Avslutat,2025/059310-1,2025-10-22,SN GROUP AB,5593764243,SN GROUP AB,68906833,STOCKHOLMS LÄN,Botkyrka,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/059799,Sanktionsavgift - avsaknad av kontroll trycksatt anordning - tryckkärl,Avslutat,2025/059799-1,2025-10-22,GBG MEKATRONIK BILVERKSTAD AB,5591493977,GBG MEKATRONIK BILVERKSTAD AB,59300012,VÄSTRA GÖTALANDS LÄN,Partille,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/059815,Sanktionsavgift - avsaknad av besiktning lyftanordning - fordonslyft,Avslutat,2025/059815-1,2025-10-22,GBG MEKATRONIK BILVERKSTAD AB,5591493977,GBG MEKATRONIK BILVERKSTAD AB,59300012,VÄSTRA GÖTALANDS LÄN,Partille,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/060943,Sanktionsavgift - för att ha använt en teknisk anordning utan att ha rättat till de brister som kom fram vid besiktningen,Avslutat,2025/060943-1,2025-10-22,JC FLYTT & STÄD AB,5591433247,JC FLYTT & STÄD AB,59114231,SKÅNE LÄN,Helsingborg,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTION_RELATED_UNSPECIFIED,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/063832,Sanktionsavgift - avsaknad av fallskydd,Avslutat,2025/063832-1,2025-10-22,NILSSON JESPER PLÅTSLAGERI AB,5593024564,NILSSON JESPER PLÅTSLAGERI AB,67171876,ÖSTERGÖTLANDS LÄN,Linköping,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/059914,Sanktionsavgift - avsaknad av tillstånd - berarbetning asbest,Avslutat,2025/059914-1,2025-10-23,WASK I VÄXJÖ AB,5566402854,WASK I VÄXJÖ AB,44375939,KRONOBERGS LÄN,Alvesta,ASBESTOS_OTHER,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,Asbestos deficiency (unspecified),UNKNOWN,Asbestos consultant,UNKNOWN,LOW,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/065930,Sanktionsavgift - Utstationering - Arbetsgivarens anmälan - Brist,Avslutat,2025/065930-3,2025-10-23,,,Saknas,,,,POSTING_NOTIFICATION,GENERIC,,Register posting of workers (administrative),ADMIN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/017084,Sanktionsavgift - trucktillstånd,Avslutat,2025/017084-6,2025-10-24,ENGWALL O. CLAESSON AKTIEBOLAG,5562621366,ENGWALL O. CLAESSON AKTIEBOLAG,10296358,STOCKHOLMS LÄN,Stockholm,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/029383,Sanktionsavgift - trycksatt anordning - ej genomgått föreskriven kontroll,Avslutat,2025/029383-1,2025-10-24,RS PLÅT AB,5594529207,RS PLÅT AB,70825344,VÄSTERBOTTENS LÄN,Umeå,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
